quarter,theme_key,theme_name_kr,abs_return_60d,rank_in_quarter
2024Q3,automotive,자동차,-0.0382709865582419,5
2024Q4,metaverse,메타버스/NFT,0.15433206439546726,1
2024Q4,defense,방산,0.13483541962907336,2
2024Q4,contactless,비대면/언택트 (COVID),0.10384465143550675,3
2024Q4,internet_platform,인터넷·플랫폼,0.08053678366815249,4
2024Q4,nuclear,원전/SMR,0.07522764946263809,5
2025Q1,defense,방산,0.30655956007647245,1
2025Q1,shipbuilding,조선,0.2468807489442648,2
2025Q1,nuclear,원전/SMR,0.1422442153226711,3
2025Q1,ai_semiconductor,AI/반도체,0.13878872669896025,4
2025Q1,internet_platform,인터넷·플랫폼,0.10207377261225142,5
2025Q2,defense,방산,0.5366138385442176,1
2025Q2,nuclear,원전/SMR,0.24655842640206097,2
2025Q2,shipbuilding,조선,0.18289203563164005,3
2025Q2,iron_steel,철강/원자재,0.03959746863032546,4
2025Q2,internet_platform,인터넷·플랫폼,0.02972553418623843,5
2025Q3,nuclear,원전/SMR,0.4053589872997799,1
2025Q3,defense,방산,0.3785550962922607,2
2025Q3,contactless,비대면/언택트 (COVID),0.2872493230273134,3
2025Q3,internet_platform,인터넷·플랫폼,0.2731575631969865,4
2025Q3,battery_primary_wave,2차전지 (2020-21 1차파동),0.2419228308978848,5
2025Q4,battery_secondary_wave,2차전지 (2023-24 광기),0.4807626291410317,1
2025Q4,battery_primary_wave,2차전지 (2020-21 1차파동),0.43890764378372965,2
2025Q4,ai_semiconductor,AI/반도체,0.3790483695738809,3
2025Q4,nuclear,원전/SMR,0.19399747605843268,4
2025Q4,shipbuilding,조선,0.14864185426114154,5
2026Q1,automotive,자동차,0.5120167626176587,1
2026Q1,ai_semiconductor,AI/반도체,0.509921006963113,2
2026Q1,defense,방산,0.3208353996066902,3
2026Q1,battery_secondary_wave,2차전지 (2023-24 광기),0.16319192355015355,4
2026Q1,bio,바이오,0.15828583970941784,5
2026Q2,ai_semiconductor,AI/반도체,0.5054219486308469,1
2026Q2,battery_primary_wave,2차전지 (2020-21 1차파동),0.4072994205554077,2
2026Q2,battery_secondary_wave,2차전지 (2023-24 광기),0.3234179545582328,3
2026Q2,iron_steel,철강/원자재,0.27529006759560326,4
2026Q2,defense,방산,0.2590675973412029,5
